FILE,IMG,INSTRUME,OBJECT,DATE-OBS,DPR CATG,DPR TYPE,DPR TECH,SEQ ARM,INS COMB ICOR,INS COMB IFLT,INS COMB POLA,INS4 FILT2 NAME,INS4 DROT2 MODE,INS2 MODE,INS2 COMB IFS,INS1 MODE,INS1 FILT NAME,INS1 OPTI2 NAME,DET SEQ1 DIT,DET NDIT,OBS PROG ID,OBS ID,OBS NAME,DATE,DET FRAM UTC,DET DITDELAY,INS4 DROT2 RA,INS4 DROT2 DEC,TEL ALT,TEL AZ,AOS VISWFS MODE,AOS IRWFS MODE,AOS TTLOOP STATE,AOS HOLOOP STATE,AOS IRLOOP STATE,AOS PUPLOOP STATE,INS4 DROT2 BEGIN,INS4 DROT2 END,INS4 DROT2 POSANG,INS4 DROT3 BEGIN,INS4 DROT3 END,INS4 DROT3 POSANG,INS1 PAC X,INS1 PAC Y,TEL AIRM START,TEL AIRM END,TEL AMBI FWHM START,TEL AMBI FWHM END,TEL IA FWHM,TEL AMBI TAU0,TEL AMBI TEMP,TEL AMBI WINDSP,TEL AMBI WINDDIR,PROCESSED,PRO CATG,TIME START,TIME,TIME END,MJD START,MJD,MJD END,RA,DEC,PARANG,HOUR ANGLE,LST,ALTITUDE,AZIMUTH,AIRMASS,PARANG START,HOUR ANGLE START,LST START,PARANG END,HOUR ANGLE END,LST END,PUPIL OFFSET,DEROT ANGLE
SPHER.2023-07-26T02:18:01.747,0,SPHERE,2MASS J13130714-4537438,2023-07-26 02:18:01.746400,SCIENCE,"OBJECT,CENTER",IFU,IFS,N_ALC_YJH_S,BB_H,,OPEN,ELEV,NIROBS,OBS_YJ,NIROBS,B_H,CLEAR,64.0,1.0,110.23NY.001,3394499.0,2MASS-J13130714-4537438,2023-07-26 02:19:08.288700,2023-07-26 02:19:08.288700,0.2,131428.362387,-454522.46177,31.737,49.977,GAIN_1000_FREQ_300Hz,DTTS4,CLOSED_LOOP,CLOSED_LOOP,CLOSED_LOOP,CLOSED_LOOP,15.864,15.7591,0.0,152.15,152.15,0.0,-0.069,-0.011,1.896,1.907,0.57,0.51,1.18,0.0025,11.86,2.05,8.5,False, ,2023-07-26 02:18:01.946400,2023-07-26 02:18:33.946400,2023-07-26 02:19:05.946400,60151.09585586111,60151.09622623148,60151.09659660185,198.6181766125,-45.756239380555556,93.96755747992908,4.609754310054322,17.85096608422099,31.86562438627879,229.8373349238915,1.8941945214824838,93.87571417726409,4.600841084303626,17.842052858470293,94.05932343164325,4.618667535805129,17.859879309971795,35.510000000000005,127.72755747992909
