FILE,IMG,INSTRUME,OBJECT,DATE-OBS,DPR CATG,DPR TYPE,DPR TECH,SEQ ARM,INS COMB ICOR,INS COMB IFLT,INS COMB POLA,INS4 FILT2 NAME,INS4 DROT2 MODE,INS2 MODE,INS2 COMB IFS,INS1 MODE,INS1 FILT NAME,INS1 OPTI2 NAME,DET SEQ1 DIT,DET NDIT,OBS PROG ID,OBS ID,OBS NAME,DATE,DET FRAM UTC,DET DITDELAY,INS4 DROT2 RA,INS4 DROT2 DEC,TEL ALT,TEL AZ,AOS VISWFS MODE,AOS IRWFS MODE,AOS TTLOOP STATE,AOS HOLOOP STATE,AOS IRLOOP STATE,AOS PUPLOOP STATE,INS4 DROT2 BEGIN,INS4 DROT2 END,INS4 DROT2 POSANG,INS4 DROT3 BEGIN,INS4 DROT3 END,INS4 DROT3 POSANG,INS1 PAC X,INS1 PAC Y,TEL AIRM START,TEL AIRM END,TEL AMBI FWHM START,TEL AMBI FWHM END,TEL IA FWHM,TEL AMBI TAU0,TEL AMBI TEMP,TEL AMBI WINDSP,TEL AMBI WINDDIR,PROCESSED,PRO CATG,TIME START,TIME,TIME END,MJD START,MJD,MJD END,RA,DEC,PARANG,HOUR ANGLE,LST,ALTITUDE,AZIMUTH,AIRMASS,PARANG START,HOUR ANGLE START,LST START,PARANG END,HOUR ANGLE END,LST END,PUPIL OFFSET,DEROT ANGLE
SPHER.2023-05-28T00:19:32.748,0,SPHERE,2MASS J12264842-5215070,2023-05-28 00:19:32.747400,SCIENCE,"OBJECT,FLUX",IFU,IFS,N_ALC_YJH_S,BB_H,,ND_1.0,ELEV,NIROBS,OBS_YJ,NIROBS,B_H,CLEAR,8.0,1.0,110.23NY.001,3394608.0,2MASS-J12264842-5215070,2023-05-28 00:20:12.783300,2023-05-28 00:20:12.783300,0.2,122805.003037,-522304.14463,61.705,350.646,GAIN_1000_FREQ_300Hz,DTTS3,CLOSED_LOOP,CLOSED_LOOP,OPEN_LOOP,CLOSED_LOOP,210.8503,210.864,0.0,152.15,152.15,0.0,-0.062,-0.015,1.135,1.135,0.87,0.87,1.09,0.0024,14.96,5.78,177.5,False, ,2023-05-28 00:19:32.947400,2023-05-28 00:19:51.960862500,2023-05-28 00:20:10.974325,60092.01357578009,60092.01362207639,60092.01366837269,187.0208459875,-52.38448461944444,-13.845952909143993,-0.4777622734649434,11.990294125701723,61.53714523119948,170.4232996114086,1.1374930207097296,-13.996312536172905,-0.4830582509424577,11.984998148224209,-13.695494221332156,-0.47246629598745216,11.995590103179214,35.510000000000005,19.914047090856016
